title,price,link_item,image_url,discount_percent_list,review_count,description,type,category,subcategory,official
Túi Xách Nam Công Sở Gence Da bò Espom Cao Cấp CDX16,3800000,https://tiki.vn/tui-xach-nam-cong-so-gence-da-bo-espom-cao-cap-cdx16-p192378926.html?spid=192378927,https://salt.tikicdn.com/cache/280x280/ts/product/d3/b9/d3/898cd996e1297b6ad1414da9770145e4.jpg,0,0 0,"<p><strong>Xuất xứ: </strong>Gence Việt Nam</p>
<p><strong>Mã SP: </strong>CDX16</p>
<p><strong>Sử dụng: </strong>Túi xách tay (có dây đeo), đựng tài liệu giấy tờ rất phù hợp ( vừa laptop 14″ trở xuống)</p>
<p><strong>Kích thước:</strong> Cao 28 * Rộng 38 * Dày 7 cm<br />Thiết kế form cứng, kiểu dáng thon gọn lịch lãm</p>
<p><strong>Chất liệu:</strong> Da bò Epsom cao cấp</p>
<p><strong>Bảo hành:</strong> 24 tháng</p>
<p><strong>Hình thức giao hàng:</strong> Miễn phí giao hàng toàn quốc, kiểm tra hàng mới thanh toán</p>
<p><strong>Cam kết:</strong> Chúng tôi sẽ hoàn tiền lại nếu túi không phải là da và không giống như hình chụp.</p>
<p><strong>Màu sắc:</strong> Màu Xanh </p>
<p>Hình ảnh sản phẩm 100% chụp bằng sản phẩm thật, do ánh sáng môi trường xung quanh và màn hình hiển thị độ phân giải là lý do khiến màu của túi đậm hơn hoặc nhạt hơn so với bên ngoài.</p>
<p><img title="""" src=""https://salt.tikicdn.com/ts/tmp/23/36/19/f0ddc56e3d512977ef4c16ba7695f57a.jpg"" alt="""" width=""750"" height=""750"" /></p>
<p><img title="""" src=""https://salt.tikicdn.com/ts/tmp/f7/e5/7d/145a7b593f19903a30074a0d0786c5fc.jpg"" alt="""" width=""750"" height=""750"" /></p>
<p><img title="""" src=""https://salt.tikicdn.com/ts/tmp/ac/63/5c/e884b38dac62265ee7e4bf5f0a7a56d1.jpg"" alt="""" width=""750"" height=""750"" /></p>
<p><img title="""" src=""https://salt.tikicdn.com/ts/tmp/eb/a7/1a/0e5ba09bf1f3990498ea551fda726881.jpg"" alt="""" width=""750"" height=""750"" /></p>
<p><img title="""" src=""https://salt.tikicdn.com/ts/tmp/02/bc/35/361b7a24c439155c0cc227c9ecad31a3.jpg"" alt="""" width=""750"" height=""750"" /></p>
<p><img title="""" src=""https://salt.tikicdn.com/ts/tmp/96/5b/7d/9296dd1565fb0baba6b9fd02985ee0e6.jpg"" alt="""" width=""750"" height=""750"" /></p>
<p><img title="""" src=""https://salt.tikicdn.com/ts/tmp/97/f6/2e/ab3c0e15cb1ec954038f54702340ff5b.jpg"" alt="""" width=""750"" height=""750"" /></p>
<p><img title="""" src=""https://salt.tikicdn.com/ts/tmp/0c/1d/58/eedd0b2d977564250265075b8421fbc8.jpg"" alt="""" width=""750"" height=""750"" /></p>
<p><img title="""" src=""https://salt.tikicdn.com/ts/tmp/51/6b/1c/121163498810693f532306ecc7b89c20.jpg"" alt="""" width=""750"" height=""750"" /></p>
<p><span style=""font-weight:400;"">--------------------</span></p>
<p><span style=""font-weight:400;"">THÔNG TIN THƯƠNG HIỆU</span></p>
<p><span style=""font-weight:400;"">GENCE là chuỗi thương hiệu phụ kiện thời trang đồ da công sở cao cấp (cặp da, túi xách, clutch, ví cầm tay, túi đeo…) được sáng tạo bởi Công ty TNHH Thương Mại và Sản Xuất GENCE. Các mặt hàng của GENCE hết sức gần gũi với vóc dáng của người Việt Nam, lấy điểm nhấn là sự sang trọng, lịch sự mà vẫn gợi cảm, được tạo nên bởi những nét họa tiết đơn giản, hài hoà giữa sắc màu và đường nét. Bằng phong cách hiện đại, luôn nắm bắt xu hướng thời trang mới, GENCE tự tin mang đến cho khách hàng gu thời trang năng động, thu hút mọi ánh nhìn dù ở bất cứ ở công việc nào, khoảnh khắc nào, tại bất cứ nơi đâu. Sản phẩm của GENCE là sự kết hợp hoàn hảo giữa phong cách thời trang châu Âu quyến rũ, sang trọng, hiện đại và phong cách thời trang Á Đông thanh lịch.</span></p>
<p><span style=""font-weight:400;"">GENCE xin chân thành cảm ơn quý khách đã tin tưởng và lựa chọn sản phẩm của chúng tôi.</span></p>
<p><span style=""font-weight:400;"">Nếu quý khách có bất kỳ thắc mắc về sản phẩm, vui lòng liên hệ ngay với GENCE qua Tiki chat. GENCE luôn luôn ở đây và sẵn sàng giải đáp cho bạn nhé !</span></p><p>Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....</p>",tiki,tuivinam,tuixachnam,1
Túi Da Gym & Travel FIT,825000,https://tiki.vn/tui-da-gym-travel-fit-p163557116.html?spid=163557118,https://salt.tikicdn.com/cache/280x280/ts/product/b1/6b/b6/40c00924776ebdac03b40215fe414c15.jpg,0,0 Đã bán 1,"<p>Bao da tập Gym &amp; Du Lịch FIT được HAVIAS sản xuất với ngăn chứa rộng rãi, đựng được nhiều vật dụng. Chất liệu từ da bò Nappa cao cấp, kết hợp dây kéo Zip chắc chắn, đảm bảo độ bền. Phù hợp cho cả nam lẫn nữ, sử dụng trong các hoạt động như tập thể dục, du lịch.</p>
<p><strong>THÔNG TIN SẢN PHẨM</strong></p>
<ul>
<li>Thương hiệu: HAVIAS</li>
<li>Mã sản phẩm: LC138L621</li>
<li>Chất liệu: Da Bò Nappa 100% nhập khẩu.</li>
<li>Kích thước: 26 cm x 44 cm </li>
<li>Màu sắc: Nâu | Đen</li>
<li>Thiết kế gồm: 1 Ngăn Lớn bên trong đựng vật dụng kèm ngăn phụ, 2 Ngăn Nhỏ bên hông để đựng giày các dụng cụ khác. </li>
<li>Đựng thoải mái quần áo, tiền, vật dụng cá nhân như Laptop, giày thể thao, điện thoại, máy tính bảng. </li>
<li>Form: Túi Xách Da </li>
<li>Bảo hành 12 tháng</li>
</ul><p>Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....</p>",tiki,tuivinam,tuixachnam,1
Túi xách nam Oscar - OCMHBLG044,3450000,https://tiki.vn/tui-xach-nam-oscar-ocmhblg044-p197626711.html?spid=197626715,https://salt.tikicdn.com/cache/280x280/ts/product/a3/d0/aa/5c7a0f3afc53a9f2755c1bcb292ff712.jpg,50,0 0,"<article class=""4ever-article""><p>THÔNG TIN SẢN PHẨM</p>
<p>Sản phẩm: Túi xách nam Oscar - OCMHBLG044</p>
<p>Thiết kế được chăm chút tỉ mỉ và tinh xảo đến từng chi tiết nhỏ.</p>
<ul><li>
<div>Ngăn túi rộng rãi có thể đựng được rất nhiều vật dụng cá nhân.</div>
</li>
<li>
<div>Phần khóa được làm cực kỳ sắc nét, sáng bóng.</div>
</li>
<li>
<div>Logo Oscar được khắc rõ ràng.</div>
</li>
<li>
<div>Quai cầm được làm chắc chắn</div>
</li>
</ul></article><p>Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....</p>",tiki,tuivinam,tuixachnam,1
Túi Da Nam Gianni Conti Italy 581263DBR,7500000,https://tiki.vn/tui-da-nam-gianni-conti-italy-581263dbr-p45293508.html?spid=45293509,https://salt.tikicdn.com/cache/280x280/ts/product/ba/dc/86/cc5f6e6bda929b742d0dbddbe382a1e6.jpg,0,0 Đã bán 1,"<ul>
<li>Thương hiệu: Gianni Conti - Italy - Since 1920</li>
<li>Sở hữu thương hiệu: Elda Trade Srl - Via Maestri del Lavoro, 8 - Zona Ind.le San Pietro - 62010 Mogliano (MC) - Italy</li>
<li>Phân phối chính hãng: CTCP ĐT &amp; TM GCS Vietnam</li>
<li>Chất liệu: Da bò thượng hạng được thuộc tại vùng Tuscany - Italy</li>
</ul>
<p> </p>
<p><img id=""https://salt.tikicdn.com/ts/tmp/9b/4f/8e/ecb3add00e5f960b6633d89facfe1d6d.jpg"" style=""display: block; margin-left: auto; margin-right: auto;"" title="""" src=""https://salt.tikicdn.com/ts/tmp/9b/4f/8e/ecb3add00e5f960b6633d89facfe1d6d.jpg"" alt="""" width=""750"" height=""750"" /></p>
<p><img id=""https://salt.tikicdn.com/ts/tmp/cd/8b/de/3af53f19c4c6f84da7db12d5e2f9bbb2.jpg"" style=""display: block; margin-left: auto; margin-right: auto;"" title="""" src=""https://salt.tikicdn.com/ts/tmp/cd/8b/de/3af53f19c4c6f84da7db12d5e2f9bbb2.jpg"" alt="""" width=""750"" height=""750"" /></p>
<p><img id=""https://salt.tikicdn.com/ts/tmp/a4/b8/81/c3099ca7fc7c8d579d22d16debdceaf6.jpg"" style=""display: block; margin-left: auto; margin-right: auto;"" title="""" src=""https://salt.tikicdn.com/ts/tmp/a4/b8/81/c3099ca7fc7c8d579d22d16debdceaf6.jpg"" alt="""" width=""750"" height=""750"" /></p><p>Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....</p>",tiki,tuivinam,tuixachnam,1
Túi Xách Công Sở Gence Da Bò Swift GCE16,3080000,https://tiki.vn/tui-xach-cong-so-gence-da-bo-swift-gce16-p175422326.html?spid=175422327,https://salt.tikicdn.com/cache/280x280/ts/product/78/76/de/991601219d9c8abf6d8ec6c5af91f476.jpg,0,0 0,"<p><strong>Xuất xứ: </strong>Gence</p>
<p><strong>Mã SP: </strong>GCE16</p>
<p><strong>Sử dụng: </strong>Túi đeo ngang vai, Đựng được máy tính xách tay 15.6″</p>
<p><strong>Kích thước:</strong> Rộng 38 x Cao 28 x Dày 6.5 cm</p>
<p><strong>Chất liệu:</strong> Da bò Swift</p>
<p><strong>Bảo hành:</strong> 24 tháng</p>
<p><strong>Hình thức giao hàng:</strong> Miễn phí giao hàng toàn quốc, kiểm tra hàng mới thanh toán</p>
<p><strong>Màu sắc:</strong> Màu Đen</p>
<p><strong>Gence Da Bò Swift GCE16 –  Mẫu túi Xách dành riêng cho thế hệ 9X</strong><br />Sản Phẩm Đồ Da công sở Gence luôn hướng tới khách hàng sử dụng. Mỗi sản phẩm đưa ra thị trường đều được Gence nghiên cứu kỹ lưỡng từ thiết kế – Chất Liệu – đối tượng sử dụng. </p>
<p><strong>THIẾT KẾ</strong><br />Với mẫu cặp da GCE16 được Gence thiết kế với phong cách năng động, trẻ trung và cá tính. Đặc Biệt là sự trưởng thành mà GCE16 mang đến cho độ tuổi 9x sử dụng.</p>
<p>Cặp có kích thước tiêu chuẩn đụng được nhiều đồ</p>
<p><strong>CHẤT LIỆU</strong><br />Với chất da bò Swift đây là một trong những dòng da phổ biến. Và được Hermes sử dụng rất nhiều trong các bộ sưu tập thời trang độc đáo của hãng. sản phẩm từ da Swift có độ bền gần như <strong>vô địch</strong>, tuổi thọ lâu.</p>
<p><strong>MÀU SẮC</strong><br />Túi Xách Công Sở Gence Da Bò Swift GCE16  có Tone màu đen mang đến nét sang trọng, tinh tế và thanh lịch. Trong công việc hay các buổi ký hợp đồng, nam giới hãy chọn cho mình chiếc cặp có gam màu này để tạo ấn tượng về quyền lực, ý chí mạnh mẽ.</p>
<p><img title="""" src=""https://salt.tikicdn.com/ts/tmp/44/a1/2d/d80b095a9853688809210911ac1d22f4.jpg"" alt="""" width=""750"" height=""1125"" /></p>
<p><img title="""" src=""https://salt.tikicdn.com/ts/tmp/c8/c9/6e/8c7a4d03088b3eba6d2724ec68e466e7.jpg"" alt="""" width=""750"" height=""750"" /></p>
<p><img title="""" src=""https://salt.tikicdn.com/ts/tmp/90/77/7a/7f2822c1a5992b12f739529220b8b1c0.jpg"" alt="""" width=""750"" height=""750"" /></p>
<p><strong>CHÍNH SÁCH BẢO HÀNH</strong></p>
<ul><li>Sản Phẩm  được sản xuất độc quyền tại Gence.</li>
<li>Bảo hành 2 năm</li>
<li>1 đổi 1 nếu phát hiện lỗi sản phẩm.</li>
<li>Đặt hàng dễ dàng và nhận hàng nhanh chóng toàn quốc,</li>
<li>100% khách hàng hài lòng khi nhận sản phẩm.</li>
<li>Chúng tôi sẽ hoàn tiền lại nếu túi không phải là da và không giống như hình chụp.</li>
</ul><p>Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....</p>",tiki,tuivinam,tuixachnam,1
Combo túi xách nam da BÒ thật cao cấp và ví nam ngang bàn tay cá SẤU,4000000,https://tiki.vn/combo-tui-xach-nam-da-bo-that-cao-cap-va-vi-nam-ngang-ban-tay-ca-sau-p155716862.html?spid=155716863,https://salt.tikicdn.com/cache/280x280/ts/product/78/9c/b0/7424e5ea159eded1d63b4ee189dcbb9e.jpg,0,0 0,"<p>Mô tả sản phẩm túi da BÒ thật:</p>
<p>Phương pháp sản xuất: Thủ công 100%</p>
<p>Chất liệu : Da bò THẬT cao cấp</p>
<p>Thiết kế :hiện đại, trẻ trung ,sang trọng,</p>
<p>Kiểu dáng công sở với nhiều ngăn chứa đựng đồ đạc tiện dụng khi đi làm.</p>
<p>Màu nâu đậm</p>
<p>Kích thước : rộng 39cm ,cao 29cm,dày 12cm</p>
<p>Mô tả sản phẩm ví da bàn tay cá SẤU:</p>
<p>Ví Da Cá Sấu Nam Da Cá Sấu Thật 100% Có Nguyên Bàn Tay Móng Đẹp Màu Đen Bền Đẹp Sang Chảnh</p>
<p>Thiết kế: nguyên bàn tay cá Sấu thật ở mặt ví, bên trong có 3 ngăn, 1 ngăn có dây kéo. Để đủ các loại giấy tờ, thẻ ATM….</p>
<p>Kiểu dáng: Ví ngang</p>
<p>Khóa kéo bằng thép không gỉ cao cấp</p>
<p>Phương pháp sản xuất: sản xuất thủ công</p>
<p>Chất liệu : Da cá sấu thật</p>
<p>Màu sắc: Đen</p>
<p>Đối tượng sử dụng: Phù hợp với mọi lứa tuổi</p>
<p>Kích thước : Rộng 11.5cm X Cao 9.5cm</p><p>Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....</p>",tiki,tuivinam,tuixachnam,1
"Túi xách nam công sở da bò thật cao cấp phong cách mới ( 15,6"")",719000,https://tiki.vn/tui-xach-nam-cong-so-da-bo-that-cao-cap-phong-cach-moi-15-6-p120510110.html?spid=120510112,https://salt.tikicdn.com/cache/280x280/ts/product/cc/ac/c1/af25e27fc1e1505f577d021a2725cd2c.PNG,10,0 Đã bán 4,"<ul>
<li>Kích thước : rộng 40cm ,cao 28cm,dày 10cm (laptop 15,6 inh)</li>
<li>Phương pháp sản xuất: Thủ công 100%</li>
<li>Chất liệu : Da bò cao cấp</li>
<li>thiết kế :hiện đại, trẻ trung ,sang trọng</li>
</ul><p>Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....</p>",tiki,tuivinam,tuixachnam,1
"Cặp công sở Hasun chống thấm nước cực kỳ tốt, hạn chế bám bụi HS 94",345000,https://tiki.vn/cap-cong-so-hasun-chong-tham-nuoc-cuc-ky-tot-han-che-bam-bui-hs-94-p58992999.html?spid=58993000,https://salt.tikicdn.com/cache/280x280/ts/product/c4/74/83/3f4a2a24a8c03d40d118cebbc0790bd6.jpg,0,0 Đã bán 3,"<p><strong><em>Cặp công sở HS 94 </em></strong>được làm từ vải dù cao cấp chống thấm nước cực kỳ tốt, hạn chế bám bụi và không độc hại cho người sử dụng.</p>
<p>Bên trong cặp có lớp vải lót mịn được in nền thương hiệu Hasun có tác dụng tránh cho nước hay độ ẩm bên ngoài ảnh hưởng xấu đến đồ đạc bên trong cặp giúp cặp của bạn luôn sạch sẽ, thoáng khí, không bị ẩm mốc…</p>
<p><strong>Thiết kế</strong></p>
<p><strong><em>Cặp công sở HS 94 </em></strong>được thiết kế gồm 2 ngăn chính và nhiều ngăn phụ nhỏ vô cùng tiện dụng.</p>
<p>Ngăn chính được thiết kế khá rộng phù hợp đựng tài liệu, quần áo và đồ dùng cá nhân khi đi công tác. Ngoài ra, cặp còn có nhiều ngăn phụ nhỏ để đựng bút, chìa khóa, điện thoại, ví….</p>
<p>Ngăn laptop được thiết kế tách biệt thành ngăn riêng để bảo vệ laptop hạn chế bị va đập và dây thắt an toàn bên trong giúp chiếc laptop của bạn được cố định khi di chuyển. </p>
<p>Ngoài ra, cặp còn được thiết kế thêm phần dây đeo phía sau để có thể dễ dàng gắn vào vali hành lý giúp bạn khá dễ dàng trong việc di chuyển.</p>
<p><strong>Quai xách</strong></p>
<p>Quai xách của <strong><em>Cặp công sở HS 94 </em></strong>thiết kế sang trọng, chắc chắn và được hỗ trợ phần đệm dán cố định từ chất liệu da cao cấp giúp bạn hoàn toàn thoải mái cầm/ nắm phần quai này khi sử dụng cặp trong thời gian dài.</p>
<p><strong>Khóa kéo</strong></p>
<p><strong><em>Cặp công sở HS 94 </em></strong>sử dụng khóa kéo bằng kim loại sáng bóng, không gỉ, các răng đều khít tạo cảm giác mượt mà khi kéo. </p><p>Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....</p>",tiki,tuivinam,tuixachnam,1
Túi xách nam công sở khóa số Gence da Mill CTS13,3080000,https://tiki.vn/tui-xach-nam-cong-so-khoa-so-gence-da-mill-cts13-p167521701.html?spid=167521702,https://salt.tikicdn.com/cache/280x280/ts/product/25/d9/85/0e6aec97c1e3062a408088e3469a0bf6.jpg,0,0 0,"<p><img id=""https://salt.tikicdn.com/ts/tmp/0f/7c/02/79b0fa22b9f5eb68c118e9b6bdbec396.jpg"" title="""" src=""https://salt.tikicdn.com/ts/tmp/0f/7c/02/79b0fa22b9f5eb68c118e9b6bdbec396.jpg"" alt="""" width=""750"" height=""750"" /></p>
<p><img id=""https://salt.tikicdn.com/ts/tmp/bd/08/74/2431ee748759638680cf0afa3c49339d.jpg"" title="""" src=""https://salt.tikicdn.com/ts/tmp/bd/08/74/2431ee748759638680cf0afa3c49339d.jpg"" alt="""" width=""750"" height=""750"" /></p>
<p><img id=""https://salt.tikicdn.com/ts/tmp/0b/88/12/8e367edc02d51a58c9ad6fe537ac40d8.jpg"" title="""" src=""https://salt.tikicdn.com/ts/tmp/0b/88/12/8e367edc02d51a58c9ad6fe537ac40d8.jpg"" alt="""" width=""750"" height=""750"" /></p>
<p><img id=""https://salt.tikicdn.com/ts/tmp/80/72/ef/1d3e9161bc1aca8bea95f06a815561d5.jpg"" title="""" src=""https://salt.tikicdn.com/ts/tmp/80/72/ef/1d3e9161bc1aca8bea95f06a815561d5.jpg"" alt="""" width=""750"" height=""750"" /></p>
<p><img id=""https://salt.tikicdn.com/ts/tmp/06/b5/1d/b2c6ba04fad34ae0115c404e8679f99f.jpg"" title="""" src=""https://salt.tikicdn.com/ts/tmp/06/b5/1d/b2c6ba04fad34ae0115c404e8679f99f.jpg"" alt="""" width=""750"" height=""750"" /></p>
<p><img id=""https://salt.tikicdn.com/ts/tmp/62/f6/ed/cdef937096f48daa64142510502caa97.jpg"" title="""" src=""https://salt.tikicdn.com/ts/tmp/62/f6/ed/cdef937096f48daa64142510502caa97.jpg"" alt="""" width=""750"" height=""750"" /></p>
<p><img id=""https://salt.tikicdn.com/ts/tmp/55/f3/4f/33d6801deb58af89fa3d0b942fb2739f.jpg"" title="""" src=""https://salt.tikicdn.com/ts/tmp/55/f3/4f/33d6801deb58af89fa3d0b942fb2739f.jpg"" alt="""" width=""750"" height=""750"" /></p><p>Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....</p>",tiki,tuivinam,tuixachnam,1
Túi Xách Nam Công Sở Gence Da Bò Cao Cấp CTS13 Khóa Số,3080000,https://tiki.vn/tui-xach-nam-cong-so-gence-da-bo-cao-cap-cts13-khoa-so-p166541209.html?spid=166541210,https://salt.tikicdn.com/cache/280x280/ts/product/43/72/ed/914feb555b9a8a7962226d8bc7f9202f.jpg,0,0 0,"<p>THÔNG TIN THƯƠNG HIỆU<br /> GENCE là chuỗi thương hiệu phụ kiện thời trang đồ da công sở cao cấp (cặp da, túi xách, clutch, ví cầm tay, túi đeo…) được sáng tạo bởi Công ty TNHH Thương Mại và Sản Xuất GENCE. Các mặt hàng của GENCE hết sức gần gũi với vóc dáng của người Việt Nam, lấy điểm nhấn là sự sang trọng, lịch sự mà vẫn gợi cảm, được tạo nên bởi những nét họa tiết đơn giản, hài hoà giữa sắc màu và đường nét. Bằng phong cách hiện đại, luôn nắm bắt xu hướng thời trang mới, GENCE tự tin mang đến cho khách hàng gu thời trang năng động, thu hút mọi ánh nhìn dù ở bất cứ ở công việc nào, khoảnh khắc nào, tại bất cứ nơi đâu. Sản phẩm của GENCE là sự kết hợp hoàn hảo giữa phong cách thời trang châu Âu quyến rũ, sang trọng, hiện đại và phong cách thời trang Á Đông thanh lịch.<br />THÔNG TIN SẢN PHẨM:</p>
<p><strong>Xuất xứ:</strong> Gence Việt Nam</p>
<p><strong>Mã SP: </strong>CTS13</p>
<p><strong>Sử dụng: </strong>Túi xách tay (có dây đeo), Khóa số ngăn giữa an toàn, đựng tài liệu giấy tờ rất phù hợp ( vừa laptop 14″ trở xuống)</p>
<p><strong>Kích thước:</strong> Cao 28 * Rộng 38 * Dày 7 cm<br />Thiết kế form cứng có khóa số bên hông, kiểu dáng thon gọn lịch lãm</p>
<p><strong>Chất liệu:</strong> Da bò Mill cao cấp</p>
<p><strong>Bảo hành:</strong> 24 tháng</p>
<p><strong>Hình thức giao hàng:</strong> Miễn phí giao hàng toàn quốc, kiểm tra hàng mới thanh toán</p>
<p><strong>Cam kết:</strong> Chúng tôi sẽ hoàn tiền lại nếu túi không phải là da và không giống như hình chụp.</p>
<p><strong>Màu sắc:</strong> Màu Nâu </p>
<p>Hình ảnh sản phẩm 100% chụp bằng sản phẩm thật, do ánh sáng môi trường xung quanh và màn hình hiển thị độ phân giải là lý do khiến màu của túi đậm hơn hoặc nhạt hơn so với bên ngoài.</p>
<p><img id=""https://salt.tikicdn.com/ts/tmp/25/d9/85/6a26a9c57894b9d203d4d008fbbc0219.jpg"" title="""" src=""https://salt.tikicdn.com/ts/tmp/25/d9/85/6a26a9c57894b9d203d4d008fbbc0219.jpg"" alt="""" width=""750"" height=""750"" /></p>
<p><img id=""https://salt.tikicdn.com/ts/tmp/c6/7c/8b/d67dc882d226a375e25dfcaca7256fc4.jpg"" title="""" src=""https://salt.tikicdn.com/ts/tmp/c6/7c/8b/d67dc882d226a375e25dfcaca7256fc4.jpg"" alt="""" width=""750"" height=""750"" /></p>
<p><img id=""https://salt.tikicdn.com/ts/tmp/08/a5/45/b9e98e9c2f68ac5040b2ecd4a24449de.jpg"" title="""" src=""https://salt.tikicdn.com/ts/tmp/08/a5/45/b9e98e9c2f68ac5040b2ecd4a24449de.jpg"" alt="""" width=""750"" height=""750"" /></p>
<p><img id=""https://salt.tikicdn.com/ts/tmp/a9/fa/30/2dbd231470e8f6a62ceca7ab94569d00.jpg"" title="""" src=""https://salt.tikicdn.com/ts/tmp/a9/fa/30/2dbd231470e8f6a62ceca7ab94569d00.jpg"" alt="""" width=""750"" height=""750"" /></p>
<p><img id=""https://salt.tikicdn.com/ts/tmp/c0/2c/00/2767bdd89d9f8738b58f304cd4b363db.jpg"" title="""" src=""https://salt.tikicdn.com/ts/tmp/c0/2c/00/2767bdd89d9f8738b58f304cd4b363db.jpg"" alt="""" width=""750"" height=""750"" /></p>
<p><img id=""https://salt.tikicdn.com/ts/tmp/7b/20/bf/be843a4188e7cc09b90215a97eb0486d.jpg"" title="""" src=""https://salt.tikicdn.com/ts/tmp/7b/20/bf/be843a4188e7cc09b90215a97eb0486d.jpg"" alt="""" width=""750"" height=""750"" /></p>
<p><img id=""https://salt.tikicdn.com/ts/tmp/59/31/d4/f24ac394ff87dff48887e816a33708e2.jpg"" title="""" src=""https://salt.tikicdn.com/ts/tmp/59/31/d4/f24ac394ff87dff48887e816a33708e2.jpg"" alt="""" width=""750"" height=""750"" /></p>
<p><img id=""https://salt.tikicdn.com/ts/tmp/06/d9/2b/e3341e69ab43fdccb2d887e4b8195dc5.jpg"" title="""" src=""https://salt.tikicdn.com/ts/tmp/06/d9/2b/e3341e69ab43fdccb2d887e4b8195dc5.jpg"" alt="""" width=""750"" height=""750"" /></p><p>Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....</p>",tiki,tuivinam,tuixachnam,1
